bankName,totalAssets,totalLoans,loansCI_US,loansCI_foreign,cdsSold,cdsBought,year,quarter,totalCI,cdsNetBuy,date,mon,leverage,loansCI_to_totalAssets,loansCI_to_totalLoans,netCDS_to_loansCI
REGIONS FINANCIAL CORPORATION,128281787,77773776,17332824,68872,0,0,2012,1,17401696,0,2012-03-01,3,0.6062729388077515,0.13511523658459793,0.22286206085711976,0
"BANK OF NEW YORK MELLON CORPORATION, THE",300197e3,43095000,1477000,394000,2e3,268e3,2012,1,1871000,266e3,2012-03-01,3,0.14355573173615993,0.004920102466047295,0.03427311753103608,0.18009478672985782
EVERBANK FINANCIAL CORP.,13774821,9854153,205590,0,0,422469,2012,1,205590,422469,2012-03-01,3,0.7153743050454159,0.014925057828337661,0.020863284749079905,2.054910258281045
ZIONS BANCORPORATION,53418819,37101087,9570192,30400,0,0,2012,2,9600592,0,2012-06-01,6,0.6945321460588636,0.1791539419843782,0.2579490999818954,0
JPMORGAN CHASE & CO.,2290146e3,747922000,94850000,37676000,2933804e3,2959827e3,2012,2,132526000,26023e3,2012-06-01,6,0.32658267202178376,0.04141657344116925,0.12681803717499954,0.2743595150237217
"COMMERCE BANCSHARES, INC.",20765287,9394872,2026588,0,0,0,2012,2,2026588,0,2012-06-01,6,0.45243159894683854,0.09759499110221785,0.21571214594514965,0
KEYCORP,86741424,55744204,16122283,408792,1050756,1469389,2012,2,16531075,418633,2012-06-01,6,0.6426480155548288,0.18586601714078385,0.2892190011359746,0.025966111623273204
"PNC FINANCIAL SERVICES GROUP, INC., THE",299712018,183871178,52351204,1553435,0,11e4,2012,2,53904639,11e4,2012-06-01,6,0.613492842986363,0.17467168767319835,0.28471674880986514,0.002101193317349492
BANK OF AMERICA CORPORATION,2162083396,935216282,136919243,48511570,1591225531,1647119296,2012,2,185430813,55893765,2012-06-01,6,0.4325532880601244,0.06332745686559077,0.14640382725928633,0.4082243209597646
BB&T CORPORATION,178529372,113810649,14549379,419659,0,0,2012,2,14969038,0,2012-06-01,6,0.6374897739515938,0.08149571601024844,0.12783846790997563,0
HANCOCK HOLDING COMPANY,18789536,11123063,3176948,7096,0,0,2012,2,3184044,0,2012-06-01,6,0.591981781774707,0.16908070534578395,0.285618089190001,0
STATE STREET CORPORATION,200368976,12359702,11458,12500,0,27500,2012,2,23958,27500,2012-06-01,6,0.06168470911385004,5.71845014569521e-5,9.270450048067502e-4,2.4000698202129516
UNIVEST CORPORATION OF PENNSYLVANIA,2188727,1466782,441078,0,0,0,2012,2,441078,0,2012-06-01,6,0.6701530158854896,0.20152262022627765,0.3007113531526839,0
U.S. BANCORP,353136e3,222344000,44620000,809000,175e3,377e3,2012,2,45429000,202e3,2012-06-01,6,0.6296271125005664,0.12635358615377645,0.20068002734501494,0.004527117884356791
WELLS FARGO & COMPANY,1336204e3,826514000,149113000,10108000,26154e3,27862e3,2012,2,159221000,1708e3,2012-06-01,6,0.6185537537681371,0.1115944870693397,0.18041194704505914,0.011454400354093876
ZIONS BANCORPORATION,53088547,37483094,9963735,25484,0,0,2012,3,9989219,0,2012-09-01,9,0.7060485946243735,0.1876814409706862,0.2658194384913903,0
JPMORGAN CHASE & CO.,2321284e3,742560000,88825000,35393000,3031683e3,3047153e3,2012,3,124218000,1547e4,2012-09-01,9,0.31989192188461213,0.038265459978184486,0.11961996336996338,0.17416267942583732
"COMMERCE BANCSHARES, INC.",20895681,9647137,2051046,0,0,0,2012,3,2051046,0,2012-09-01,9,0.4616809090835565,0.09815645635095598,0.212606703937137,0
KEYCORP,87302272,57374549,16932462,481962,912768,1236424,2012,3,17414424,323656,2012-09-01,9,0.6571942251399826,0.19395213448740486,0.2951214832207221,0.01911452687742633
"PNC FINANCIAL SERVICES GROUP, INC., THE",301077311,184871518,52059806,1833775,0,11e4,2012,3,53893581,11e4,2012-09-01,9,0.6140333769621052,0.17291175421717514,0.28159992714507814,0.0021129544739371484
BANK OF AMERICA CORPORATION,2168023105,945196287,144908673,55298673,1612263497,1654479129,2012,3,200207346,42215632,2012-09-01,9,0.4359715008664541,0.06683908149585888,0.1533106667821686,0.29132577868544834
BB&T CORPORATION,182021371,117607325,15441573,391041,0,0,2012,3,15832614,0,2012-09-01,9,0.6461182242166498,0.08483384624105485,0.13129771466190562,0
HANCOCK HOLDING COMPANY,18561600,11485486,3341617,12268,0,0,2012,3,3353885,0,2012-09-01,9,0.6187767218343246,0.18002849969830187,0.2909425861474212,0
STATE STREET CORPORATION,204143938,14045838,36712,12500,0,27500,2012,3,49212,27500,2012-09-01,9,0.0688036007221532,1.7983389739449428e-4,0.0026137279954389337,0.7490738723033341
UNIVEST CORPORATION OF PENNSYLVANIA,2232081,1475657,433939,0,0,0,2012,3,433939,0,2012-09-01,9,0.6611126567539439,0.19441005949156864,0.29406494869742766,0
U.S. BANCORP,352253e3,226490000,45644000,955000,2e5,377e3,2012,3,46599000,177e3,2012-09-01,9,0.6429753614589514,0.1295773208460964,0.20152766126539803,0.003877837174656034
WELLS FARGO & COMPANY,1374715e3,833265000,149156000,8914000,19678e3,21712e3,2012,3,158070000,2034e3,2012-09-01,9,0.6061365446656216,0.10849957991292741,0.17900187815400864,0.013636729330365523
"POPULAR, INC.",36503e3,24995000,2218000,28000,0,0,2012,3,2246000,0,2012-09-01,9,0.6847382406925459,0.06076212914007068,0.0887377475495099,0
"SUNTRUST BANKS, INC.",173213253,127048658,31857765,653762,61666,445666,2012,3,32511527,384e3,2012-09-01,9,0.7334811615136632,0.18392221408139017,0.2507524715451933,0.01205357626311827
MERCANTIL COMMERCEBANK HOLDING CORPORATION,6827295,4078085,1122940,570846,0,0,2012,3,1693786,0,2012-09-01,9,0.5973207544129849,0.1644780253379999,0.27535963571136945,0
ASSOCIATED BANC-CORP,22738354,15123307,3836179,738,0,0,2012,3,3836917,0,2012-09-01,9,0.6651012206072612,0.16870961723966477,0.25366006257758306,0
NORTHERN TRUST CORPORATION,93632518,29542689,4921124,475408,0,65500,2012,3,5396532,65500,2012-09-01,9,0.3155174039002134,0.05255785174975215,0.16657671209279562,0.013309967397692073
COMERICA INCORPORATED,63449196,44238369,23645178,1377453,0,0,2012,3,25022631,0,2012-09-01,9,0.6972250523079914,0.3726631618783633,0.5344947956829059,0
SWORD FINANCIAL CORPORATION,517669,471415,63018,0,4400,0,2012,3,63018,-4400,2012-09-01,9,0.9106494690622773,0.12173415831351694,0.1336783937719419,-0.06982132089244343
BMO FINANCIAL CORP.,112093204,53308553,13313776,90957,1107,13672,2012,3,13404733,12565,2012-09-01,9,0.47557346117075927,0.11877415869029848,0.2497493413486575,9.437593061502612e-4
BANK LEUMI LE-ISRAEL CORPORATION,5307755,3767223,2181480,334440,0,0,2012,3,2515920,0,2012-09-01,9,0.7097582687972599,0.4109986237119083,0.5790684544026197,0
TD BANK US HOLDING COMPANY,212511402,90705241,14387723,1300036,14680,743374,2012,3,15687759,728694,2012-09-01,9,0.4268252910025035,0.06770329904463197,0.1586206358241196,0.05064693002499423
UNIONBANCAL CORPORATION,88185170,55444031,16419027,1384131,0,35e3,2012,3,17803158,35e3,2012-09-01,9,0.628722845349167,0.18618807448009683,0.29613696377884213,0.0021316732105988983
"AMERICAN CHARTERED BANCORP, INC.",2274906,1580599,504003,0,0,0,2012,3,504003,0,2012-09-01,9,0.6947974993252468,0.22154893432959427,0.3188683530737398,0
"JOHNSON FINANCIAL GROUP, INC.",3797261,2777479,382692,0,0,0,2012,3,382692,0,2012-09-01,9,0.7314427425452188,0.10078106298197569,0.13778394004059077,0
ALLY FINANCIAL INC.,182482e3,123197000,33023000,8890000,0,0,2012,3,41913000,0,2012-09-01,9,0.6751186418386471,0.18096579388652032,0.2680503583691161,0
BOK FINANCIAL CORPORATION,27111219,12118480,5068141,0,0,0,2012,3,5068141,0,2012-09-01,9,0.4469913359484131,0.18693888312436266,0.41821589836349116,0
CITIGROUP INC.,1931346e3,674489000,32358000,110025000,142425e4,1510523e3,2012,3,142383000,86273e3,2012-09-01,9,0.34923260772538944,0.016754118630219545,0.04797409594522668,2.666203102787564
MORGAN STANLEY,764985e3,59158000,8614000,5887000,207059e4,2056586e3,2012,3,14501000,-14004e3,2012-09-01,9,0.07733223527258705,0.01126035151016033,0.14561006119206193,-1.6257255630369167
"UTRECHT-AMERICA HOLDINGS, INC.",46384e3,27041000,13759000,3000,0,615e3,2012,3,13762000,615e3,2012-09-01,9,0.5829812004139359,0.29663245946878236,0.508819940090973,0.044698015844174724
"GOLDMAN SACHS GROUP, INC., THE",949475e3,57532000,5234000,2064000,1806242e3,1942342e3,2012,3,7298000,1361e5,2012-09-01,9,0.06059348587377235,0.005512520076884594,0.09097545713689772,26.00305693542224
NATIONAL CONSUMER COOPERATIVE BANK,1765101,1341811,283407,0,0,0,2012,3,283407,0,2012-09-01,9,0.7601893602689025,0.16056135031366478,0.21121230933417598,0
"AMERIPRISE FINANCIAL, INC.",138562367,9889168,4258968,222684,0,0,2012,3,4481652,0,2012-09-01,9,0.07136979696658906,0.030736830585464812,0.43067000176354575,0
"BBVA COMPASS BANCSHARES, INC.",67958185,44950437,11889229,353676,0,0,2012,3,12242905,0,2012-09-01,9,0.661442576784533,0.17494918382531846,0.26449640522960877,0
"METLIFE, INC.",846285485,80409300,7029568,1139048,8686940,4639200,2012,3,8168616,-4047740,2012-09-01,9,0.09501439103614072,0.00830637902291329,0.08742232552702237,-0.5758163232790408
F.N.B. CORPORATION,11984891,8001025,1539004,0,0,0,2012,3,1539004,0,2012-09-01,9,0.6675926380974179,0.12841201476091857,0.19235085504669713,0
HSBC NORTH AMERICA HOLDINGS INC.,316285443,103021604,15057411,6871092,251410530,243543121,2012,3,21928503,-7867409,2012-09-01,9,0.3257235079263512,0.047607031348578376,0.14615780006686752,-0.5224941392647116
REGIONS FINANCIAL CORPORATION,121797804,76523641,18066089,96981,0,0,2012,3,18163070,0,2012-09-01,9,0.6282842423004605,0.14832852815638614,0.2360850681425365,0
"BANK OF NEW YORK MELLON CORPORATION, THE",340102e3,45935000,1687000,400000,0,176e3,2012,3,2087000,176e3,2012-09-01,9,0.13506242244973568,0.004960276622895484,0.036725808207249376,0.1043272080616479
EVERBANK FINANCIAL CORP.,16509440,11459931,67474,0,0,319753,2012,3,67474,319753,2012-09-01,9,0.6941441381415724,0.004086995076756086,0.005887819045332821,4.738906838189525
"FOX CHASE BANCORP, INC.",1073598,684921,111260,0,10375,0,2012,3,111260,-10375,2012-09-01,9,0.6379678427120766,0.10363283091063881,0.16244209186168915,-0.09325004493978069
"WBSB BANCORP, MHC",525953,385611,22938,0,318,0,2012,3,22938,-318,2012-09-01,9,0.7331662715109525,0.04361226193214983,0.05948481760115764,-0.013863458017263929
ZIONS BANCORPORATION,55511918,37916898,10356374,92563,0,0,2012,4,10448937,0,2012-12-01,12,0.6830406760580674,0.18656127140121515,0.2731334720472123,0
JPMORGAN CHASE & CO.,2359141e3,758676000,93761000,36826000,2939717e3,2913318e3,2012,4,130587000,-26399e3,2012-12-01,12,0.32158993464146485,0.0397437033225229,0.12358503498199495,-0.28155629739443905
"COMMERCE BANCSHARES, INC.",22176815,9839709,2029065,0,0,0,2012,4,2029065,0,2012-12-01,12,0.4436935150516429,0.09149487877316918,0.20621189102238693,0
KEYCORP,89425613,58622579,17827155,460937,168529,693631,2012,4,18288092,525102,2012-12-01,12,0.6555457327421396,0.19935177855588196,0.3041004900176773,0.029455176667280897
"PNC FINANCIAL SERVICES GROUP, INC., THE",305285879,189707748,53584644,1790050,0,11e4,2012,4,55374694,11e4,2012-12-01,12,0.6214101635536179,0.175522838381922,0.28245891148315144,0.0020528269255647197
BANK OF AMERICA CORPORATION,2212004452,968295806,150471860,57036034,1531503014,1559472236,2012,4,207507894,27969222,2012-12-01,12,0.43774586670678184,0.06802511625324703,0.15539864891245847,0.18587676127616154
BB&T CORPORATION,183872371,118364415,15976623,400786,0,0,2012,4,16377409,0,2012-12-01,12,0.6437313793054857,0.08688974266829898,0.13497826183654943,0
HANCOCK HOLDING COMPANY,19523765,11628407,3536879,6507,0,0,2012,4,3543386,0,2012-12-01,12,0.595602692411018,0.18115763020093717,0.3041585145755562,0
"COMMERCE BANCSHARES, INC.",728450,429480,88533,0,0,0,2012,4,88533,0,2012-12-01,12,0.5895806163772394,0.12153613837600384,0.20613998323554064,0
STATE STREET CORPORATION,222229483,12307043,36097,12500,0,17500,2012,4,48597,17500,2012-12-01,12,0.055379884045358645,1.6243119280442191e-4,0.0029330359859797354,0.4848048314264343
UNIVEST CORPORATION OF PENNSYLVANIA,2304841,1486392,425319,0,0,0,2012,4,425319,0,2012-12-01,12,0.6449000169642939,0.18453290270348366,0.28614187912744415,0
U.S. BANCORP,353855e3,230025000,47397000,932000,2e5,427e3,2012,4,48329000,227e3,2012-12-01,12,0.6500544008138927,0.13394469486088934,0.20605151613955006,0.004789332658185117
WELLS FARGO & COMPANY,1422968e3,841894000,148843000,7144000,17504e3,19033e3,2012,4,155987000,1529e3,2012-12-01,12,0.591646474130128,0.10460038454835245,0.17679541605000154,0.01027256908285912
ZIONS BANCORPORATION,54110564,37923978,10682656,79955,0,0,2013,1,10762611,0,2013-03-01,3,0.700860889197163,0.19742274355151795,0.28168606152023395,0
JPMORGAN CHASE & CO.,2389349e3,756865000,94396000,38188000,3174305e3,315812e4,2013,1,132584000,-16185e3,2013-03-01,3,0.3167661986591327,0.039506995420091416,0.12471973205261176,-0.17145853637866013
"COMMERCE BANCSHARES, INC.",22240695,9992805,2116821,0,0,0,2013,1,2116821,0,2013-03-01,3,0.44930273087239403,0.09517782605264809,0.21183451493349464,0
KEYCORP,89441210,58093690,18118002,511670,100920,862107,2013,1,18629672,761187,2013-03-01,3,0.6495181583522852,0.20256883823463478,0.3118755582577041,0.042012745113947994
"PNC FINANCIAL SERVICES GROUP, INC., THE",300945933,189902210,54349330,1733330,0,95e3,2013,1,56082660,95e3,2013-03-01,3,0.6310176984515022,0.18059499744095228,0.28619640603445323,0.0017479516306824758
BANK OF AMERICA CORPORATION,2176625e3,959209000,127237000,58117000,1581332e3,1610724e3,2013,1,185354000,29392e3,2013-03-01,3,0.440686383736289,0.05845609602021478,0.13264783795815094,0.23100198841531944
BB&T CORPORATION,180836757,117628427,16476475,388874,0,0,2013,1,16865349,0,2013-03-01,3,0.6504674655274868,0.09111242245955561,0.14007222080764542,0
HANCOCK HOLDING COMPANY,19092456,11517576,3493637,6398,4050,17115,2013,1,3500035,13065,2013-03-01,3,0.6032527192939452,0.182985206303474,0.3033309265769117,0.0037396558371691163
"COMMERCE BANCSHARES, INC.",704180,416099,74829,0,0,0,2013,1,74829,0,2013-03-01,3,0.5908986338720214,0.10626402340310716,0.17983460666812465,0
STATE STREET CORPORATION,217852811,13984796,85008,12500,0,17500,2013,1,97508,17500,2013-03-01,3,0.06419378265447306,3.902084146162337e-4,0.006078601361078131,0.20586297760210803
UNIVEST CORPORATION OF PENNSYLVANIA,2263036,1490981,423950,0,0,0,2013,1,423950,0,2013-03-01,3,0.6588410436245822,0.18733683423507183,0.28434299296905863,0
U.S. BANCORP,355447e3,228923000,47982000,933000,2e5,427e3,2013,1,48915000,227e3,2013-03-01,3,0.6440425717476868,0.13499058931430002,0.20959886075230535,0.0047309407694552125
WELLS FARGO & COMPANY,1436634e3,843091000,148320000,6441000,12618e3,13365e3,2013,1,154761000,747e3,2013-03-01,3,0.5868516267887298,0.10324132660092968,0.17592406988094997,0.005036407766990291
"POPULAR, INC.",36943e3,25198000,2082000,26000,0,0,2013,1,2108000,0,2013-03-01,3,0.6820777955228324,0.05635709065316839,0.08262560520676245,0
"SUNTRUST BANKS, INC.",172527629,124059316,33539038,753593,51666,536666,2013,1,34292631,485e3,2013-03-01,3,0.7190692686097251,0.19439806942457893,0.27034679120752203,0.01446076062169702
MERCANTIL COMMERCEBANK HOLDING CORPORATION,6736094,4410474,1396996,680510,0,0,2013,1,2077506,0,2013-03-01,3,0.654752442587648,0.2073896237196215,0.3167450936112536,0
ASSOCIATED BANC-CORP,23277768,15724951,4209072,2126,0,0,2013,1,4211198,0,2013-03-01,3,0.6755351715851795,0.18081939814848227,0.26766836984102527,0
NORTHERN TRUST CORPORATION,93156775,28862933,5090165,471908,0,25e3,2013,1,5562073,25e3,2013-03-01,3,0.3098318184587219,0.05464084603615786,0.17635647077169878,0.00491143214414464
COMERICA INCORPORATED,64975279,45078143,24666117,1336923,0,0,2013,1,26003040,0,2013-03-01,3,0.6937737504751614,0.37962310250333825,0.5471857392173409,0
SWORD FINANCIAL CORPORATION,527510,482842,72286,0,4400,0,2013,1,72286,-4400,2013-03-01,3,0.9153229322666869,0.13703247331804136,0.14970942875723323,-0.060869324627175384
BMO FINANCIAL CORP.,122361785,54063430,14302027,87721,75,7663,2013,1,14389748,7588,2013-03-01,3,0.44183263590017097,0.11688311836902347,0.2645416134344417,5.305541655039527e-4
BANK LEUMI LE-ISRAEL CORPORATION,5248856,3695257,2201926,198089,0,0,2013,1,2400015,0,2013-03-01,3,0.704011883732379,0.41950588852123205,0.59587898757786,0
TD BANK US HOLDING COMPANY,222716131,100782534,15413863,839708,11238,718141,2013,1,16253571,706903,2013-03-01,3,0.4525156464755577,0.06920856127839253,0.1529418083494507,0.04586150791660728
UNIONBANCAL CORPORATION,96959643,60918316,17464409,1431176,0,2e4,2013,1,18895585,2e4,2013-03-01,3,0.6282852753490439,0.1801203929762819,0.2866856825129572,0.0011451861898103739
"AMERICAN CHARTERED BANCORP, INC.",2381727,1639833,523813,0,0,0,2013,1,523813,0,2013-03-01,3,0.6885058615030186,0.21992990800373008,0.3194306981259677,0
"JOHNSON FINANCIAL GROUP, INC.",3670257,2783847,417418,0,0,0,2013,1,417418,0,2013-03-01,3,0.7584883020453336,0.11372991046676023,0.14994286683140273,0
ALLY FINANCIAL INC.,166199e3,115016000,34866000,4509000,0,0,2013,1,39375000,0,2013-03-01,3,0.6920378582301939,0.20978465574401772,0.3031404326354594,0
GENERAL ELECTRIC CAPITAL CORPORATION,537952605,270790730,53348291,44418702,0,476017,2013,1,97766993,476017,2013-03-01,3,0.5033728389511192,0.09916912847740555,0.19700929570225686,0.008922816290403755
BOK FINANCIAL CORPORATION,27442638,12343686,5128342,0,0,0,2013,1,5128342,0,2013-03-01,3,0.4497995418662011,0.1868749644257961,0.4154627718171055,0
CITIGROUP INC.,1881734e3,665022000,33966000,113616000,1364296e3,1440699e3,2013,1,147582000,76403e3,2013-03-01,3,0.35340914284378133,0.01805037268816953,0.05107500203000803,2.2493964552788084
MORGAN STANLEY,801383e3,63893000,8334000,6041000,1813617e3,1810466e3,2013,1,14375000,-3151e3,2013-03-01,3,0.07972841949479836,0.010399521826642192,0.13043682406523407,-0.3780897528197744
"UTRECHT-AMERICA HOLDINGS, INC.",48613134,27407695,1756977,4000,0,315e3,2013,1,1760977,315e3,2013-03-01,3,0.5637919785216893,0.03614202285333013,0.06410524489563971,0.17928521545814202
"GOLDMAN SACHS GROUP, INC., THE",959426e3,68531000,6406000,2638000,1713747e3,1821324e3,2013,1,9044000,107577e3,2013-03-01,3,0.07142916702278237,0.006676908901780856,0.09347594519268652,16.793162660006246
NATIONAL CONSUMER COOPERATIVE BANK,1760218,1328105,308553,0,0,0,2013,1,308553,0,2013-03-01,3,0.754511657078839,0.17529249217994589,0.23232575737611108,0
"BBVA COMPASS BANCSHARES, INC.",69635483,45786625,12813348,350576,0,0,2013,1,13163924,0,2013-03-01,3,0.6575185957997879,0.1840060188855156,0.279849148086368,0
F.N.B. CORPORATION,11997990,8235157,1636217,0,0,0,2013,1,1636217,0,2013-03-01,3,0.6863780516569858,0.13637425935510863,0.19868680099237937,0
HSBC NORTH AMERICA HOLDINGS INC.,301737107,100341979,13715813,8355928,217783575,216558739,2013,1,22071741,-1224836,2013-03-01,3,0.3325476935788345,0.04545616923410086,0.1366906765911005,-0.0893010133631889
REGIONS FINANCIAL CORPORATION,119717632,75018240,19210813,140849,0,0,2013,1,19351662,0,2013-03-01,3,0.6266264939152822,0.16046769952816975,0.25608189421665983,0
"BANK OF NEW YORK MELLON CORPORATION, THE",355984e3,49223000,2031000,394000,0,151e3,2013,1,2425000,151e3,2013-03-01,3,0.13827306845251472,0.005705312598319026,0.041261199032972394,0.07434761201378631
EVERBANK FINANCIAL CORP,18306488,14671893,46838,0,0,230922,2013,1,46838,230922,2013-03-01,3,0.8014586413297843,0.002558546456316471,0.0031923624306693077,4.930227592980059
ZIONS BANCORPORATION,54904540,38352564,11000299,59848,0,0,2013,2,11060147,0,2013-06-01,6,0.6985317425480662,0.20035317662255253,0.2868204326573837,0
JPMORGAN CHASE & CO.,2439494e3,748857000,91087000,38068000,3048436e3,3057832e3,2013,2,129155000,9396e3,2013-06-01,6,0.3069722655599891,0.037338480848897355,0.12163470462317906,0.10315412737273157
"COMMERCE BANCSHARES, INC.",21921322,10379500,2205602,0,0,0,2013,2,2205602,0,2013-06-01,6,0.47348877955444474,0.10061446111689797,0.21249597764824896,0
KEYCORP,90858779,58494967,18367011,607063,91276,934130,2013,2,18974074,842854,2013-06-01,6,0.6438009363960306,0.20214899652129378,0.3139930141340194,0.045889557097777096
"PNC FINANCIAL SERVICES GROUP, INC., THE",304547667,193710914,56044698,1837755,0,95e3,2013,2,57882453,95e3,2013-06-01,6,0.6360610669199446,0.18402602965925857,0.289321323423212,0.0016950755984089698
BANK OF AMERICA CORPORATION,2125686e3,961273000,135424000,56857000,1491e6,1517789e3,2013,2,192281000,26789e3,2013-06-01,6,0.45221777816667186,0.06370837461412457,0.14087985411012272,0.1978157490548204
BB&T CORPORATION,182735153,118281931,16442026,432011,0,0,2013,2,16874037,0,2013-06-01,6,0.6472861354706064,0.08997735646408439,0.13900708130982406,0
"BBVA COMPASS BANCSHARES, INC.",69674976,47591933,13409634,436299,0,0,2013,2,13845933,0,2013-06-01,6,0.6830563242676969,0.19245982948024265,0.2817627516831476,0
HANCOCK HOLDING COMPANY,18954524,11701730,3675194,6489,4050,16676,2013,2,3681683,12626,2013-06-01,6,0.6173581568178658,0.19389534656739468,0.3140727054888465,0.00343546490334932
"COMMERCE BANCSHARES, INC.",709620,433741,71412,0,0,0,2013,2,71412,0,2013-06-01,6,0.6112299540599194,0.1006341422169612,0.1646420329182623,0
STATE STREET CORPORATION,226985363,16430214,84851,12500,0,17500,2013,2,97351,17500,2013-06-01,6,0.0723844647198683,3.738170553314488e-4,0.005164327135361718,0.20624388634194057
UNIVEST CORPORATION OF PENNSYLVANIA,2255601,1503602,390785,0,0,0,2013,2,390785,0,2013-06-01,6,0.6666081456782472,0.17325094287509182,0.25989922865226306,0
U.S. BANCORP,353415e3,230812000,49569000,944000,2e5,397e3,2013,2,50513000,197e3,2013-06-01,6,0.6530905592575301,0.14025720470268666,0.2147591979619777,0.003974258104863927
WELLS FARGO & COMPANY,1440563e3,837633000,146965000,6028000,10923e3,12639e3,2013,2,152993000,1716e3,2013-06-01,6,0.5814622477461937,0.10201914112746197,0.17545273407327552,0.01167624944714728
"POPULAR, INC.",36685e3,24913000,2165000,27000,0,0,2013,2,2192000,0,2013-06-01,6,0.6791059015946572,0.05901594657216846,0.0869024204230723,0
ZIONS BANCORPORATION,55188312,38387540,10986976,34195,0,0,2013,3,11021171,0,2013-09-01,9,0.6955737294519898,0.19908157364914514,0.28621203650976335,0
JPMORGAN CHASE & CO.,2463309e3,753129000,91646000,40187000,289895e4,2899392e3,2013,3,131833000,442e3,2013-09-01,9,0.30573874410396745,0.03720442705320364,0.12168698855043425,0.004822905527791721
"COMMERCE BANCSHARES, INC.",22462282,10825548,2441555,0,0,0,2013,3,2441555,0,2013-09-01,9,0.481943375121014,0.10869576831062845,0.22553638855049185,0
KEYCORP,91016413,59035235,18557727,658017,82519,795554,2013,3,19215744,713035,2013-09-01,9,0.648621859004705,0.20389429102199402,0.31435001486823927,0.03842253957071359
"PNC FINANCIAL SERVICES GROUP, INC., THE",308912603,195543068,55311654,2092701,0,95e3,2013,3,57404355,95e3,2013-09-01,9,0.6330045006289368,0.17905275946284394,0.2828617478784776,0.0017175403939285563
BANK OF AMERICA CORPORATION,2128706e3,972982000,138633000,59103000,1417897e3,1441696e3,2013,3,197736000,23799e3,2013-09-01,9,0.4570767405174787,0.06512547998643307,0.14248259474481542,0.17166908311873796
BB&T CORPORATION,181050008,118582022,16399894,416452,0,0,2013,3,16816346,0,2013-09-01,9,0.654968333389966,0.09058212248187253,0.1383000030139476,0
"BBVA COMPASS BANCSHARES, INC.",70087078,49458966,13776416,460251,0,0,2013,3,14236667,0,2013-09-01,9,0.7056788128619087,0.196561426059166,0.2785423375005454,0
HANCOCK HOLDING COMPANY,18820201,11752916,3669557,6450,0,0,2013,3,3676007,0,2013-09-01,9,0.624484084946808,0.19497969229977938,0.3122252384004106,0
"COMMERCE BANCSHARES, INC.",727059,456401,73885,0,0,0,2013,3,73885,0,2013-09-01,9,0.6277358508731754,0.10162173908857465,0.1618861483651438,0
STATE STREET CORPORATION,216751956,15577398,455414,0,0,1e4,2013,3,455414,1e4,2013-09-01,9,0.07186739297522186,0.002101083692181306,0.029235562961156928,0.02195804257225294
UNIVEST CORPORATION OF PENNSYLVANIA,2252996,1529730,382211,0,0,0,2013,3,382211,0,2013-09-01,9,0.6789759058604631,0.1696456629306044,0.2498552032057945,0
U.S. BANCORP,360681e3,233452000,50604000,880000,2e5,397e3,2013,3,51484000,197e3,2013-09-01,9,0.6472533901148106,0.14030126344331972,0.21676404571389407,0.003892972887518773
WELLS FARGO & COMPANY,1488055e3,833879000,148131000,6552000,9625e3,11104e3,2013,3,154683000,1479e3,2013-09-01,9,0.5603818407249732,0.09954672374341002,0.17764088075128406,0.009984405694959191
"POPULAR, INC.",36052e3,24448000,2035000,26000,0,0,2013,3,2061000,0,2013-09-01,9,0.6781315877066459,0.056446244313769,0.08323789267015706,0
"SUNTRUST BANKS, INC.",172033106,126835147,33967191,844789,111666,606166,2013,3,34811980,494500,2013-09-01,9,0.7372717376851872,0.19744566490591642,0.2678058235703389,0.014558165848921684
MERCANTIL COMMERCEBANK HOLDING CORPORATION,6878113,4604605,1530721,618665,0,0,2013,3,2149386,0,2013-09-01,9,0.6694575968728632,0.22254955683339311,0.33243264080197976,0
ASSOCIATED BANC-CORP,23688675,15687906,4268602,1497,0,0,2013,3,4270099,0,2013-09-01,9,0.662253418563934,0.18019589529595895,0.27209507757121953,0
NORTHERN TRUST CORPORATION,95969501,29064767,4954856,661670,0,0,2013,3,5616526,0,2013-09-01,9,0.3028542057335486,0.051629485913446606,0.1704763709270403,0
COMERICA INCORPORATED,64723310,44158425,24326144,1333715,0,0,2013,3,25659859,0,2013-09-01,9,0.6822646276897767,0.37584826857588094,0.5508834157921166,0
SWORD FINANCIAL CORPORATION,542670,491148,69564,0,4e3,0,2013,3,69564,-4e3,2013-09-01,9,0.9050583227375754,0.1281884017911438,0.1416355151603997,-0.057501006267609685
BMO FINANCIAL CORP.,113051766,54000652,14802783,170935,0,45955,2013,3,14973718,45955,2013-09-01,9,0.4776630557014032,0.13093809609307652,0.2741223013381394,0.00310448379875595
BANK LEUMI LE-ISRAEL CORPORATION,5172662,3846209,2258931,200146,0,0,2013,3,2459077,0,2013-09-01,9,0.7435647254740403,0.4367057039489532,0.5873136379224322,0
TD BANK US HOLDING COMPANY,231673130,105908198,16731126,1440383,11023,599569,2013,3,18171509,588546,2013-09-01,9,0.45714493519382243,0.07221867292076556,0.15797762888950295,0.03517671195590781
UNIONBANCAL CORPORATION,105492129,67398836,16198415,1659345,0,1e4,2013,3,17857760,1e4,2013-09-01,9,0.6388991921852293,0.1535509345915277,0.2403367173878196,6.173443512837521e-4
